Make,AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,daysDiff
Mazda,Urban,Male,Single,33,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,3 to 4,Liability,5.0
Pontiac,Urban,Male,Married,26,Third Party,Sedan,"more than 69,000",500,3,more than 30,more than 30,none,7 years,No,No,External,none,2 to 3 years,1 vehicle,Collision,3.0
Honda,Urban,Male,Single,35,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,All Perils,0.0
Toyota,Urban,Male,Single,33,Third Party,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,more than 4,5 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Honda,Urban,Male,Single,34,Policy Holder,Sport,"30,000 to 39,000",400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,7.0
Honda,Urban,Male,Single,17,Policy Holder,Sport,"more than 69,000",400,2,more than 30,more than 30,more than 4,new,No,No,External,none,no change,1 vehicle,All Perils,7.0
Accura,Urban,Male,Married,64,Policy Holder,Utility,"more than 69,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,2.0
Toyota,Urban,Male,Married,30,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Accura,Urban,Male,Married,37,Policy Holder,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Married,40,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,Liability,1.0
Pontiac,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,Collision,3.0
Mazda,Urban,Male,Married,41,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,31.0
Pontiac,Urban,Female,Married,34,Policy Holder,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Accura,Urban,Female,Married,26,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,none,7 years,No,No,External,1 to 2,4 to 8 years,2 vehicles,Liability,1.0
Honda,Urban,Male,Married,76,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,Collision,18.0
Ford,Urban,Male,Married,36,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,0.0
Pontiac,Urban,Male,Married,50,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,Liability,2.0
Toyota,Urban,Female,Single,22,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,All Perils,11.0
Pontiac,Urban,Male,Married,50,Policy Holder,Sport,"30,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,0.0
Dodge,Urban,Male,Married,49,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,0.0
Toyota,Urban,Male,Married,28,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Honda,Urban,Male,Married,43,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Saab,Urban,Male,Married,80,Third Party,Sport,"40,000 to 59,000",700,2,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,1.0
Honda,Urban,Male,Single,33,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Toyota,Urban,Female,Married,39,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Single,31,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,18.0
Mazda,Urban,Male,Single,27,Third Party,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,Liability,4.0
Honda,Urban,Male,Married,42,Third Party,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,1,7 years,No,No,External,more than 5,1 year,1 vehicle,All Perils,1.0
Pontiac,Urban,Male,Married,37,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Saturn,Urban,Male,Married,30,Policy Holder,Sedan,"40,000 to 59,000",400,3,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,2.0
Mazda,Rural,Male,Married,35,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,4.0
Honda,Urban,Male,Married,42,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Toyota,Urban,Male,Single,35,Third Party,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,3 to 5,no change,1 vehicle,Collision,3.0
Honda,Urban,Male,Married,78,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,27.0
Chevrolet,Urban,Male,Married,46,Policy Holder,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,none,4 to 8 years,2 vehicles,Collision,0.0
Saab,Urban,Female,Single,31,Third Party,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,All Perils,3.0
Toyota,Urban,Male,Single,32,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,7 years,Yes,Yes,External,3 to 5,no change,1 vehicle,Collision,0.0
Toyota,Rural,Male,Single,33,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Pontiac,Urban,Male,Married,36,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Liability,9.0
Chevrolet,Urban,Male,Married,39,Policy Holder,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,0.0
Pontiac,Urban,Male,Married,53,Third Party,Sedan,"30,000 to 39,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,9.0
Toyota,Urban,Male,Married,32,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,6 years,No,No,External,none,no change,3 to 4,Collision,0.0
Pontiac,Urban,Male,Married,35,Policy Holder,Sport,"20,000 to 29,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,Liability,5.0
Pontiac,Urban,Male,Married,38,Third Party,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,9.0
Mazda,Urban,Female,Single,39,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Liability,8.0
Chevrolet,Rural,Male,Married,49,Policy Holder,Utility,"more than 69,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,4.0
Pontiac,Urban,Female,Single,26,Policy Holder,Sport,"less than 20,000",400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,13.0
Toyota,Urban,Male,Married,39,Policy Holder,Sedan,"20,000 to 29,000",400,1,15 to 30,more than 30,1,7 years,Yes,No,External,none,no change,1 vehicle,Collision,23.0
Chevrolet,Urban,Male,Married,64,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,0.0
Toyota,Urban,Female,Married,34,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0.0
Honda,Urban,Male,Single,17,Policy Holder,Sedan,"more than 69,000",400,4,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,All Perils,11.0
Toyota,Urban,Male,Married,49,Third Party,Sedan,"20,000 to 29,000",400,3,none,15 to 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,11.0
Pontiac,Urban,Male,Married,40,Policy Holder,Sedan,"30,000 to 39,000",500,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,2 to 3 years,1 vehicle,All Perils,10.0
Pontiac,Urban,Female,Single,58,Policy Holder,Sport,"20,000 to 29,000",700,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,8.0
Toyota,Rural,Male,Married,37,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,All Perils,13.0
Mazda,Urban,Male,Married,44,Policy Holder,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,none,7 years,No,No,External,none,4 to 8 years,2 vehicles,Collision,4.0
Ford,Urban,Male,Married,26,Policy Holder,Sport,"more than 69,000",400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Mazda,Urban,Female,Married,34,Third Party,Sport,"more than 69,000",400,2,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,Collision,24.0
Honda,Urban,Male,Single,30,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,22.0
Chevrolet,Urban,Female,Married,30,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Mazda,Urban,Male,Single,26,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,Collision,1.0
Chevrolet,Urban,Male,Married,56,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,65.0
Honda,Urban,Male,Married,36,Third Party,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,Liability,35.0
Pontiac,Urban,Female,Married,50,Third Party,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,All Perils,0.0
Toyota,Urban,Male,Single,27,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 years,No,No,External,none,no change,1 vehicle,Collision,1.0
Toyota,Urban,Female,Single,29,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,23.0
Toyota,Urban,Male,Married,43,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,11.0
Pontiac,Urban,Male,Married,45,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,8.0
Accura,Urban,Male,Married,27,Policy Holder,Sedan,"30,000 to 39,000",400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,Collision,9.0
Pontiac,Rural,Female,Married,31,Third Party,Sedan,"less than 20,000",400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,28.0
Honda,Rural,Female,Married,39,Policy Holder,Sport,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,4.0
Honda,Urban,Male,Single,22,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,Collision,2.0
Chevrolet,Urban,Male,Married,80,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0.0
Honda,Urban,Male,Married,31,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,1.0
Chevrolet,Urban,Male,Married,41,Policy Holder,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0.0
Mazda,Urban,Female,Single,36,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Pontiac,Urban,Male,Married,40,Policy Holder,Sport,"30,000 to 39,000",400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,3 to 5,4 to 8 years,2 vehicles,Liability,1.0
Toyota,Rural,Female,Married,37,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,All Perils,1.0
Pontiac,Rural,Male,Married,56,Policy Holder,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,Collision,0.0
Ford,Urban,Male,Married,69,Third Party,Sport,"60,000 to 69,000",400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,111.0
Honda,Urban,Male,Married,45,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,Collision,4.0
Pontiac,Urban,Female,Single,28,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,Liability,3.0
Honda,Urban,Female,Single,35,Policy Holder,Sport,"30,000 to 39,000",400,2,more than 30,more than 30,none,6 years,No,No,External,1 to 2,no change,3 to 4,Liability,0.0
Chevrolet,Urban,Female,Married,41,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,8.0
Toyota,Urban,Male,Married,39,Third Party,Sedan,"20,000 to 29,000",700,4,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,0.0
Toyota,Urban,Male,Married,61,Policy Holder,Sport,"30,000 to 39,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Liability,1.0
Chevrolet,Urban,Male,Married,32,Policy Holder,Utility,"more than 69,000",400,4,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,21.0
Pontiac,Rural,Male,Single,43,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,0.0
Pontiac,Urban,Male,Married,44,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,Liability,8.0
Ford,Urban,Male,Married,63,Third Party,Sedan,"40,000 to 59,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,4.0
Honda,Rural,Male,Married,64,Policy Holder,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,64.0
Chevrolet,Urban,Male,Married,27,Policy Holder,Sedan,"20,000 to 29,000",400,4,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,2.0
Toyota,Urban,Female,Single,31,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,Liability,9.0
Pontiac,Rural,Male,Single,35,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Toyota,Urban,Male,Married,61,Policy Holder,Sedan,"30,000 to 39,000",400,4,more than 30,more than 30,1,more than 7,No,No,Internal,none,no change,1 vehicle,Collision,0.0
Honda,Urban,Male,Single,25,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,9.0
Mazda,Urban,Male,Married,46,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,14.0
Toyota,Urban,Male,Single,38,Policy Holder,Sport,"20,000 to 29,000",400,1,more than 30,more than 30,1,7 years,No,No,External,3 to 5,4 to 8 years,2 vehicles,Liability,15.0
Toyota,Urban,Male,Single,33,Policy Holder,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,Collision,12.0
Toyota,Rural,Male,Married,62,Policy Holder,Sport,"20,000 to 29,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,21.0
Honda,Urban,Male,Married,26,Third Party,Sedan,"20,000 to 29,000",400,2,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,All Perils,3.0
Pontiac,Urban,Male,Married,53,Third Party,Sedan,"20,000 to 29,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,3.0
Honda,Urban,Female,Married,36,Policy Holder,Sport,"20,000 to 29,000",400,4,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,Liability,0.0
Chevrolet,Urban,Male,Married,60,Third Party,Sedan,"20,000 to 29,000",500,1,more than 30,more than 30,1,more than 7,No,No,External,none,2 to 3 years,1 vehicle,All Perils,17.0
Honda,Urban,Male,Single,28,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,none,6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,37.0
Pontiac,Urban,Male,Single,31,Policy Holder,Sedan,"30,000 to 39,000",400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,Collision,1.0
Toyota,Urban,Female,Single,35,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,2 to 4,4 years,No,No,External,none,no change,1 vehicle,Collision,0.0
Pontiac,Urban,Male,Married,50,Policy Holder,Sedan,"20,000 to 29,000",400,1,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,Collision,11.0
